-0.12 -95.06,32.72 -92.74,65.29 -87.23,81.10 61.39,49.06 80.82,16.31 83.90,-16.54 86.02,-49.22 89.11,-81.14 108.61,-65.39 -102.90,-32.92 -97.37,10.84 -64.36,43.62 -61.63,75.96 -50.55,70.66 104.68,38.17 112.13,5.36 114.62,-27.47 116.82,-60.02 121.18,-85.51 -117.94,-54.63 -70.10,-22.01 -66.50,21.78 -33.61,54.49 -30.02,85.51 17.73,59.90 138.76,27.25 143.11,-5.60 145.30,-38.36 147.79,-70.73 155.27,-76.02 -49.60,-43.79 -38.49,-11.07 -35.75,32.72 -2.74,65.29 2.77,81.10 151.39,49.06 170.82,16.31 173.90,-16.54 176.02,-49.22 179.11,-81.14 -161.39,-65.39 -12.90,-32.92 -7.37,-0.12 -5.06,43.62 28.37,75.96 39.45,70.66 -165.32,38.17 -157.87,5.36 -155.38,-27.47 -153.18,-60.02 -148.82,-85.51 -27.94,-54.63 19.90,-22.01 23.50,10.84 25.64,54.49 59.98,85.51 107.73,59.90 -131.24,27.25 -126.89,-5.60 -124.70,-38.36 -122.21,-70.73 -114.73,-76.02 40.40,-43.79 51.51,-11.07 54.25,21.78 56.39
-17.02 -169.68,15.83 -167.57,48.58 -164.52,80.67 -146.20,65.77 3.42,33.19 9.07,0.36 11.39,-32.44 13.69,-64.92 19.10,-81.57 166.45,-49.69 -172.82,-6.08 -138.97,26.77 -136.78,59.43 -132.51,85.78 -16.52,54.96 36.29,22.26 39.95,-10.59 42.08,-43.32 44.80,-75.56 55.48,-71.20 -149.18,-38.84 -141.47,4.88 -108.28,37.69 -105.81,70.19 -98.58,76.42 56.40,44.10 67.94,11.31 70.70,-21.53 72.83,-54.15 76.38,-85.21 119.78,-60.49 -114.93,-27.94 -110.49,15.83 -77.57,48.58 -74.52,80.67 -56.20,65.77 93.42,33.19 99.07,0.36 101.39,-32.44 103.69,-64.92 109.10,-81.57 -103.55,-49.69 -82.82,-17.02 -79.68,26.77 -46.78,59.43 -42.51,85.78 73.48,54.96 126.29,22.26 129.95,-10.59 132.08,-43.32 134.80,-75.56 145.48,-71.20 -59.18,-38.84 -51.47,-6.08 -48.97,37.69 -15.81,70.19 -8.58,76.42 146.40,44.10 157.94,11.31 160.70,-21.53 162.83,-54.15 166.38,-85.21 -150.22,-60.49 -24.93,-27.94 -20.49,4.88 -18.28
-13.38 -169.69,19.47 -167.57,52.20 -164.21,83.84 -133.37,62.18 4.35,29.56 9.13,-3.29 11.37,-36.06 13.78,-68.48 20.30,-78.21 173.72,-46.08 -172.56,-2.43 -138.99,30.41 -136.73,63.02 -131.78,83.14 9.82,51.35 36.68,18.62 39.96,-14.23 42.07,-46.93 45.00,-79.01 59.96,-67.65 -147.59,-35.22 -141.37,8.52 -108.30,41.32 -105.68,73.73 -96.45,72.91 59.42,40.47 68.10,7.67 70.68,-25.16 72.85,-57.74 76.85,-86.39 167.86,-56.91 -114.35,-24.31 -110.46,19.47 -77.57,52.20 -74.21,83.84 -43.37,62.18 94.35,29.56 99.13,-3.29 101.37,-36.06 103.78,-68.48 110.30,-78.21 -96.28,-46.08 -82.56,-13.38 -79.69,30.41 -46.73,63.02 -41.78,83.14 99.82,51.35 126.68,18.62 129.96,-14.23 132.07,-46.93 135.00,-79.01 149.96,-67.65 -57.59,-35.22 -51.37,-2.43 -48.99,41.32 -15.68,73.73 -6.45,72.91 149.42,40.47 158.10,7.67 160.68,-25.16 162.85,-57.74 166.85,-86.39 -102.14,-56.91 -24.35,-24.31 -20.46,8.52 -18.30
-9.74 -169.70,23.11 -167.56,55.80 -163.80,86.16 -100.41,58.59 5.03,25.92 9.17,-6.93 11.35,-39.68 13.89,-72.03 22.03,-74.74 177.65,-42.48 -172.37,1.21 -139.01,34.04 -136.66,66.60 -130.77,79.88 20.38,47.74 36.96,14.98 39.95,-17.87 42.07,-50.53 45.27,-82.32 68.56,-64.09 -146.49,-31.60 -141.29,12.17 -108.31,44.94 -105.51,77.23 -93.06,69.36 61.35,36.85 68.22,4.03 70.66,-28.79 72.88,-61.33 77.48,-84.62 -150.72,-53.31 -113.91,-20.68 -110.44,23.11 -77.56,55.80 -73.80,86.16 -10.41,58.59 95.03,25.92 99.17,-6.93 101.35,-39.68 103.89,-72.03 112.03,-74.74 -92.35,-42.48 -82.37,-9.74 -79.70,34.04 -46.66,66.60 -40.77,79.88 110.38,47.74 126.96,14.98 129.95,-17.87 132.07,-50.53 135.27,-82.32 158.56,-64.09 -56.49,-31.60 -51.29,1.21 -49.01,44.94 -15.51,77.23 -3.06,69.36 151.35,36.85 158.22,4.03 160.66,-28.79 162.88,-61.33 167.48,-84.62 -60.72,-53.31 -23.91,-20.68 -20.44,12.17 -18.31
-6.10 -169.72,26.75 -167.53,59.40 -163.26,85.79 -47.54,54.98 5.54,22.29 9.19,-10.57 11.33,-43.30 14.04,-75.53 24.70,-71.22 -179.95,-38.86 -172.23,4.85 -139.03,37.67 -136.57,70.17 -129.35,76.44 25.62,44.12 37.18,11.34 39.94,-21.51 42.07,-54.13 45.63,-85.20 88.81,-60.51 -145.69,-27.97 -141.24,15.81 -108.32,48.56 -105.27,80.65 -87.01,65.79 62.66,33.22 68.31,0.38 70.64,-32.42 72.94,-64.90 78.34,-81.59 -134.37,-49.71 -113.57,-17.05 -110.44,26.75 -77.53,59.40 -73.26,85.79 42.46,54.98 95.54,22.29 99.19,-10.57 101.33,-43.30 104.04,-75.53 114.70,-71.22 -89.95,-38.86 -82.23,-6.10 -79.72,37.67 -46.57,70.17 -39.35,76.44 115.62,44.12 127.18,11.34 129.94,-21.51 132.07,-54.13 135.63,-85.20 178.81,-60.51 -55.69,-27.97 -51.24,4.85 -49.03,48.56 -15.27,80.65 2.99,65.79 152.66,33.22 158.31,0.38 160.64,-32.42 162.94,-64.90 168.34,-81.59 -44.37,-49.71 -23.57,-17.05 -20.44,15.81 -18.32
-2.46 -169.74,30.39 -167.49,63.00 -162.54,83.16 -21.04,51.38 5.92,18.65 9.20,-14.21 11.32,-46.90 14.25,-78.99 29.16,-67.68 -178.36,-35.24 -172.12,8.50 -139.05,41.30 -136.44,73.71 -127.22,72.93 28.65,40.50 37.35,7.69 39.93,-25.14 42.09,-57.72 46.10,-86.40 136.74,-56.93 -145.10,-24.34 -141.21,19.45 -108.32,52.17 -104.97,83.83 -74.25,62.20 63.59,29.58 68.37,-3.26 70.61,-36.04 73.02,-68.46 79.53,-78.23 -127.07,-46.11 -113.32,-13.41 -110.44,30.39 -77.49,63.00 -72.54,83.16 68.96,51.38 95.92,18.65 99.20,-14.21 101.32,-46.90 104.25,-78.99 119.16,-67.68 -88.36,-35.24 -82.12,-2.46 -79.74,41.30 -46.44,73.71 -37.22,72.93 118.65,40.50 127.35,7.69 129.93,-25.14 132.09,-57.72 136.10,-86.40 -133.26,-56.93 -55.10,-24.34 -51.21,8.50 -49.05,52.17 -14.97,83.83 15.75,62.20 153.59,29.58 158.37,-3.26 160.61,-36.04 163.02,-68.46 169.53,-78.23 -37.07,-46.11 -23.32,-13.41 -20.44,19.45 -18.32
1.19 -169.77,34.02 -167.42,66.58 -161.53,79.90 -10.42,47.76 6.21,15.00 9.20,-17.85 11.31,-50.51 14.51,-82.30 37.72,-64.11 -177.25,-31.62 -172.05,12.14 -139.07,44.92 -136.26,77.21 -123.84,69.38 30.59,36.87 37.47,4.05 39.91,-28.77 42.13,-61.30 46.72,-84.64 178.36,-53.34 -144.66,-20.70 -141.20,23.09 -108.31,55.78 -104.56,86.15 -41.49,58.61 64.27,25.95 68.41,-6.90 70.59,-39.66 73.13,-72.00 81.27,-74.76 -123.12,-42.50 -113.13,-9.77 -110.46,34.02 -77.42,66.58 -71.53,79.90 79.58,47.76 96.21,15.00 99.20,-17.85 101.31,-50.51 104.51,-82.30 127.72,-64.11 -87.25,-31.62 -82.05,1.19 -79.77,44.92 -46.26,77.21 -33.84,69.38 120.59,36.87 127.47,4.05 129.91,-28.77 132.13,-61.30 136.72,-84.64 -91.64,-53.34 -54.66,-20.70 -51.20,12.14 -49.07,55.78 -14.56,86.15 48.51,58.61 154.27,25.95 158.41,-6.90 160.59,-39.66 163.13,-72.00 171.27,-74.76 -33.12,-42.50 -23.13,-9.77 -20.46,23.09 -18.31
4.83 -169.79,37.65 -167.32,70.14 -160.11,76.47 -5.16,44.14 6.43,11.36 9.19,-21.48 11.32,-54.11 14.87,-85.18 57.85,-60.54 -176.45,-27.99 -172.00,15.78 -139.08,48.54 -136.03,80.62 -117.82,65.81 31.90,33.24 37.56,0.41 39.88,-32.39 42.18,-64.88 47.58,-81.61 -165.19,-49.74 -144.33,-17.07 -141.19,26.73 -108.29,59.38 -104.02,85.80 11.43,55.01 64.78,22.31 68.44,-10.55 70.58,-43.27 73.29,-75.51 83.92,-71.25 -120.71,-38.88 -112.98,-6.12 -110.48,37.65 -77.32,70.14 -70.11,76.47 84.84,44.14 96.43,11.36 99.19,-21.48 101.32,-54.11 104.87,-85.18 147.85,-60.54 -86.45,-27.99 -82.00,4.83 -79.79,48.54 -46.03,80.62 -27.82,65.81 121.90,33.24 127.56,0.41 129.88,-32.39 132.18,-64.88 137.58,-81.61 -75.19,-49.74 -54.33,-17.07 -51.19,15.78 -49.08,59.38 -14.02,85.80 101.43,55.01 154.78,22.31 158.44,-10.55 160.58,-43.27 163.29,-75.51 173.92,-71.25 -30.71,-38.88 -22.98,-6.12 -20.48,26.73 -18.29
8.47 -169.81,41.27 -167.19,73.69 -158.00,72.95 -2.12,40.52 6.59,7.72 9.17,-25.12 11.34,-57.70 15.34,-86.40 105.62,-56.95 -175.86,-24.36 -171.97,19.43 -139.08,52.15 -135.72,83.81 -105.13,62.23 32.83,29.61 37.62,-3.24 39.86,-36.02 42.26,-68.44 48.77,-78.25 -157.86,-46.13 -144.08,-13.43 -141.20,30.36 -108.24,62.97 -103.30,83.18 38.11,51.40 65.16,18.67 68.45,-14.19 70.56,-46.88 73.49,-78.96 88.37,-67.70 -119.12,-35.27 -112.88,-2.48 -110.50,41.27 -77.19,73.69 -68.00,72.95 87.88,40.52 96.59,7.72 99.17,-25.12 101.34,-57.70 105.34,-86.40 -164.38,-56.95 -85.86,-24.36 -81.97,8.47 -79.81,52.15 -45.72,83.81 -15.13,62.23 122.83,29.61 127.62,-3.24 129.86,-36.02 132.26,-68.44 138.77,-78.25 -67.86,-46.13 -54.08,-13.43 -51.20,19.43 -49.08,62.97 -13.30,83.18 128.11,51.40 155.16,18.67 158.45,-14.19 160.56,-46.88 163.49,-78.96 178.37,-67.70 -29.12,-35.27 -22.88,-2.48 -20.50,30.36 -18.24
12.12 -169.82,44.90 -167.02,77.19 -154.62,69.40 -0.18,36.89 6.71,4.07 9.15,-28.75 11.37,-61.28 15.96,-84.65 147.44,-53.36 -175.42,-20.73 -171.95,23.07 -139.07,55.76 -135.32,86.14 -72.56,58.63 33.51,25.97 37.66,-6.88 39.84,-39.64 42.38,-71.98 50.50,-74.79 -153.90,-42.52 -143.88,-9.79 -141.21,34.00 -108.17,66.55 -102.30,79.93 48.78,47.79 65.45,15.03 68.44,-17.82 70.56,-50.48 73.76,-82.28 96.89,-64.14 -118.01,-31.64 -112.80,1.16 -110.52,44.90 -77.02,77.19 -64.62,69.40 89.82,36.89 96.71,4.07 99.15,-28.75 101.37,-61.28 105.96,-84.65 -122.56,-53.36 -85.42,-20.73 -81.95,12.12 -79.82,55.76 -45.32,86.14 17.44,58.63 123.51,25.97 127.66,-6.88 129.84,-39.64 132.38,-71.98 140.50,-74.79 -63.90,-42.52 -53.88,-9.79 -51.21,23.07 -49.07,66.55 -12.30,79.93 138.78,47.79 155.45,15.03 158.44,-17.82 160.56,-50.48 163.76,-82.28 -173.11,-64.14 -28.01,-31.64 -22.80,1.16 -20.52,34.00 -18.17
15.76 -169.83,48.51 -166.79,80.60 -148.63,65.83 1.14,33.26 6.80,0.43 9.13,-32.37 11.43,-64.85 16.82,-81.63 163.99,-49.76 -175.09,-17.09 -171.95,26.70 -139.04,59.36 -134.78,85.81 -19.59,55.03 34.02,22.33 37.68,-10.52 39.82,-43.25 42.53,-75.49 53.15,-71.27 -151.48,-38.91 -143.74,-6.15 -141.23,37.62 -108.08,70.12 -100.88,76.49 54.06,44.17 65.67,11.39 68.43,-21.46 70.57,-54.08 74.11,-85.17 116.90,-60.56 -117.21,-28.02 -112.75,4.81 -110.54,48.51 -76.79,80.60 -58.63,65.83 91.14,33.26 96.80,0.43 99.13,-32.37 101.43,-64.85 106.82,-81.63 -106.01,-49.76 -85.09,-17.09 -81.95,15.76 -79.83,59.36 -44.78,85.81 70.41,55.03 124.02,22.33 127.68,-10.52 129.82,-43.25 132.53,-75.49 143.15,-71.27 -61.48,-38.91 -53.74,-6.15 -51.23,26.70 -49.04,70.12 -10.88,76.49 144.06,44.17 155.67,11.39 158.43,-21.46 160.57,-54.08 164.11,-85.17 -153.10,-60.56 -27.21,-28.02 -22.75,4.81 -20.54,37.62 -18.08
19.40 -169.83,52.13 -166.48,83.79 -136.01,62.25 2.07,29.63 6.86,-3.21 9.11,-35.99 11.51,-68.41 18.01,-78.28 171.35,-46.16 -174.83,-13.45 -171.95,30.34 -139.00,62.95 -134.06,83.20 7.25,51.42 34.40,18.69 37.69,-14.16 39.81,-46.86 42.73,-78.94 57.58,-67.72 -149.88,-35.29 -143.63,-2.51 -141.25,41.25 -107.95,73.66 -98.77,72.98 57.11,40.54 65.84,7.74 68.42,-25.09 70.58,-57.67 74.58,-86.40 164.50,-56.97 -116.62,-24.39 -112.72,8.45 -110.56,52.13 -76.48,83.79 -46.01,62.25 92.07,29.63 96.86,-3.21 99.11,-35.99 101.51,-68.41 108.01,-78.28 -98.65,-46.16 -84.83,-13.45 -81.95,19.40 -79.83,62.95 -44.06,83.20 97.25,51.42 124.40,18.69 127.69,-14.16 129.81,-46.86 132.73,-78.94 147.58,-67.72 -59.88,-35.29 -53.63,-2.51 -51.25,30.34 -49.00,73.66 -8.77,72.98 147.11,40.54 155.84,7.74 158.42,-25.09 160.58,-57.67 164.58,-86.40 -105.50,-56.97 -26.62,-24.39 -22.72,8.45 -20.56,41.25 -17.95
23.04 -169.82,55.73 -166.08,86.13 -103.64,58.66 2.76,26.00 6.90,-6.86 9.08,-39.61 11.62,-71.96 19.73,-74.81 175.33,-42.55 -174.64,-9.81 -171.97,33.97 -138.93,66.53 -133.06,79.95 17.98,47.81 34.69,15.05 37.69,-17.80 39.80,-50.46 43.00,-82.26 66.05,-64.16 -148.77,-31.67 -143.56,1.14 -141.28,44.87 -107.77,77.17 -95.40,69.43 59.06,36.92 65.96,4.10 68.40,-28.72 70.62,-61.26 75.21,-84.67 -153.48,-53.38 -116.18,-20.75 -112.71,12.09 -110.58,55.73 -76.08,86.13 -13.64,58.66 92.76,26.00 96.90,-6.86 99.08,-39.61 101.62,-71.96 109.73,-74.81 -94.67,-42.55 -84.64,-9.81 -81.97,23.04 -79.82,66.53 -43.06,79.95 107.98,47.81 124.69,15.05 127.69,-17.80 129.80,-50.46 133.00,-82.26 156.05,-64.16 -58.77,-31.67 -53.56,1.14 -51.28,33.97 -48.93,77.17 -5.40,69.43 149.06,36.92 155.96,4.10 158.40,-28.72 160.62,-61.26 165.21,-84.67 -63.48,-53.38 -26.18,-20.75 -22.71,12.09 -20.58,44.87 -17.77
26.68 -169.80,59.33 -165.54,85.83 -50.62,55.05 3.26,22.36 6.93,-10.50 9.07,-43.23 11.77,-75.47 22.37,-71.29 177.75,-38.93 -174.49,-6.17 -171.99,37.60 -138.84,70.10 -131.64,76.51 23.28,44.19 34.91,11.41 37.68,-21.44 39.81,-54.06 43.35,-85.15 85.94,-60.58 -147.97,-28.04 -143.51,4.78 -141.30,48.49 -107.54,80.58 -89.44,65.86 60.38,33.29 66.05,0.45 68.37,-32.35 70.67,-64.83 76.06,-81.65 -136.83,-49.78 -115.84,-17.12 -112.70,15.74 -110.59,59.33 -75.54,85.83 39.38,55.05 93.26,22.36 96.93,-10.50 99.07,-43.23 101.77,-75.47 112.37,-71.29 -92.25,-38.93 -84.49,-6.17 -81.99,26.68 -79.80,70.10 -41.64,76.51 113.28,44.19 124.91,11.41 127.68,-21.44 129.81,-54.06 133.35,-85.15 175.94,-60.58 -57.97,-28.04 -53.51,4.78 -51.30,37.60 -48.84,80.58 0.56,65.86 150.38,33.29 156.05,0.45 158.37,-32.35 160.67,-64.83 166.06,-81.65 -46.83,-49.78 -25.84,-17.12 -22.70,15.74 -20.59,48.49 -17.54
30.32 -169.75,62.93 -164.82,83.22 -23.61,51.45 3.65,18.72 6.94,-14.14 9.05,-46.83 11.98,-78.92 26.79,-67.75 179.35,-35.31 -174.39,-2.53 -172.01,41.23 -138.71,73.64 -129.54,73.00 26.34,40.57 35.08,7.76 37.66,-25.07 39.83,-57.65 43.82,-86.40 133.37,-57.00 -147.38,-24.41 -143.48,8.43 -141.32,52.10 -107.24,83.77 -76.88,62.27 61.31,29.65 66.11,-3.19 68.35,-35.97 70.75,-68.39 77.24,-78.30 -129.43,-46.18 -115.59,-13.48 -112.71,19.38 -110.59,62.93 -74.82,83.22 66.39,51.45 93.65,18.72 96.94,-14.14 99.05,-46.83 101.98,-78.92 116.79,-67.75 -90.65,-35.31 -84.39,-2.53 -82.01,30.32 -79.75,73.64 -39.54,73.00 116.34,40.57 125.08,7.76 127.66,-25.07 129.83,-57.65 133.82,-86.40 -136.63,-57.00 -57.38,-24.41 -53.48,8.43 -51.32,41.23 -48.71,83.77 13.12,62.27 151.31,29.65 156.11,-3.19 158.35,-35.97 160.75,-68.39 167.24,-78.30 -39.43,-46.18 -25.59,-13.48 -22.71,19.38 -20.59,52.10 -17.24
33.95 -169.69,66.51 -163.82,79.97 -12.82,47.83 3.94,15.08 6.93,-17.78 9.05,-50.44 12.24,-82.24 35.22,-64.18 -179.53,-31.69 -174.31,1.12 -172.03,44.85 -138.53,77.14 -126.19,69.45 28.29,36.94 35.20,4.12 37.64,-28.70 39.86,-61.23 44.45,-84.69 175.59,-53.41 -146.93,-20.78 -143.46,12.07 -141.33,55.71 -106.83,86.12 -44.71,58.68 62.00,26.02 66.15,-6.83 68.33,-39.59 70.87,-71.93 78.96,-74.83 -125.45,-42.57 -115.39,-9.84 -112.72,23.02 -110.58,66.51 -73.82,79.97 77.18,47.83 93.94,15.08 96.93,-17.78 99.05,-50.44 102.24,-82.24 125.22,-64.18 -89.53,-31.69 -84.31,1.12 -82.03,33.95 -79.69,77.14 -36.19,69.45 118.29,36.94 125.20,4.12 127.64,-28.70 129.86,-61.23 134.45,-84.69 -94.41,-53.41 -56.93,-20.78 -53.46,12.07 -51.33,44.85 -48.53,86.12 45.29,58.68 152.00,26.02 156.15,-6.83 158.33,-39.59 160.87,-71.93 168.96,-74.83 -35.45,-42.57 -25.39,-9.84 -22.72,23.02 -20.58,55.71 -16.83
37.58 -169.59,70.07 -162.41,76.53 -7.50,44.21 4.16,11.43 6.92,-21.41 9.06,-54.04 12.60,-85.14 54.98,-60.61 -178.73,-28.06 -174.26,4.76 -172.05,48.47 -138.30,80.56 -120.24,65.88 29.62,33.31 35.29,0.48 37.62,-32.32 39.92,-64.81 45.29,-81.67 -167.66,-49.81 -146.60,-17.14 -143.46,15.71 -141.34,59.31 -106.30,85.84 8.35,55.08 62.51,22.38 66.17,-10.48 68.31,-43.20 71.02,-75.44 81.60,-71.31 -123.01,-38.95 -115.25,-6.20 -112.74,26.66 -110.55,70.07 -72.41,76.53 82.50,44.21 94.16,11.43 96.92,-21.41 99.06,-54.04 102.60,-85.14 144.98,-60.61 -88.73,-28.06 -84.26,4.76 -82.05,37.58 -79.59,80.56 -30.24,65.88 119.62,33.31 125.29,0.48 127.62,-32.32 129.92,-64.81 135.29,-81.67 -77.66,-49.81 -56.60,-17.14 -53.46,15.71 -51.34,48.47 -48.30,85.84 98.35,55.08 152.51,22.38 156.17,-10.48 158.31,-43.20 161.02,-75.44 171.60,-71.31 -33.01,-38.95 -25.25,-6.20 -22.74,26.66 -20.55,59.31 -16.30
41.20 -169.46,73.62 -160.31,73.02 -4.43,40.59 4.33,7.79 6.91,-25.05 9.07,-57.63 13.06,-86.41 102.25,-57.02 -178.14,-24.43 -174.23,8.40 -172.07,52.08 -137.99,83.75 -107.76,62.30 30.55,29.68 35.35,-3.17 37.60,-35.95 40.00,-68.37 46.48,-78.32 -160.22,-46.20 -146.34,-13.50 -143.46,19.36 -141.34,62.90 -105.58,83.24 35.53,51.47 62.89,18.74 66.18,-14.12 68.30,-46.81 71.22,-78.90 85.99,-67.77 -121.41,-35.34 -115.14,-2.55 -112.76,30.29 -110.51,73.62 -70.31,73.02 85.57,40.59 94.33,7.79 96.91,-25.05 99.07,-57.63 103.06,-86.41 -167.75,-57.02 -88.14,-24.43 -84.23,8.40 -82.07,41.20 -79.46,83.75 -17.76,62.30 120.55,29.68 125.35,-3.17 127.60,-35.95 130.00,-68.37 136.48,-78.32 -70.22,-46.20 -56.34,-13.50 -53.46,19.36 -51.34,52.08 -47.99,83.24 125.53,51.47 152.89,18.74 156.18,-14.12 158.30,-46.81 161.22,-78.90 175.99,-67.77 -31.41,-35.34 -25.14,-2.55 -22.76,30.29 -20.51,62.90 -15.58
44.83 -169.29,77.12 -156.97,69.47 -2.47,36.96 4.45,4.14 6.89,-28.67 9.11,-61.21 13.69,-84.71 144.67,-53.43 -177.69,-20.80 -174.21,12.05 -172.09,55.69 -137.59,86.11 -75.78,58.70 31.24,26.04 35.40,-6.81 37.58,-39.56 40.11,-71.91 48.19,-74.85 -156.22,-42.59 -146.15,-9.86 -143.48,23.00 -141.33,66.48 -104.58,79.99 46.38,47.86 63.18,15.10 66.18,-17.75 68.30,-50.41 71.49,-82.22 94.39,-64.21 -120.29,-31.71 -115.07,1.09 -112.78,33.92 -110.44,77.12 -66.97,69.47 87.53,36.96 94.45,4.14 96.89,-28.67 99.11,-61.21 103.69,-84.71 -125.33,-53.43 -87.69,-20.80 -84.21,12.05 -82.09,44.83 -79.29,86.11 14.22,58.70 121.24,26.04 125.40,-6.81 127.58,-39.56 130.11,-71.91 138.19,-74.85 -66.22,-42.59 -56.15,-9.86 -53.48,23.00 -51.33,55.69 -47.59,79.99 136.38,47.86 153.18,15.10 156.18,-17.75 158.30,-50.41 161.49,-82.22 -175.61,-64.21 -30.29,-31.71 -25.07,1.09 -22.78,33.92 -20.44,66.48 -14.58
48.44 -169.06,80.54 -151.05,65.90 -1.15,33.33 4.54,0.50 6.87,-32.30 9.16,-64.78 14.53,-81.69 161.52,-49.83 -177.35,-17.16 -174.21,15.69 -172.10,59.29 -137.06,85.85 -22.68,55.10 31.75,22.40 35.42,-10.45 37.56,-43.18 40.26,-75.42 50.82,-71.34 -153.78,-38.98 -146.01,-6.22 -143.49,26.63 -141.31,70.05 -103.17,76.56 51.72,44.24 63.40,11.46 66.17,-21.39 68.30,-54.01 71.84,-85.12 114.03,-60.63 -119.49,-28.09 -115.02,4.74 -112.81,37.55 -110.35,80.54 -61.05,65.90 88.85,33.33 94.54,0.50 96.87,-32.30 99.16,-64.78 104.53,-81.69 -108.48,-49.83 -87.35,-17.16 -84.21,15.69 -82.10,48.44 -79.06,85.85 67.32,55.10 121.75,22.40 125.42,-10.45 127.56,-43.18 130.26,-75.42 140.82,-71.34 -63.78,-38.98 -56.01,-6.22 -53.49,26.63 -51.31,59.29 -47.06,76.56 141.72,44.24 153.40,11.46 156.17,-21.39 158.30,-54.01 161.84,-85.12 -155.97,-60.63 -29.49,-28.09 -25.02,4.74 -22.81,37.55 -20.35,70.05 -13.17
52.06 -168.75,83.73 -138.64,62.32 -0.21,29.70 4.60,-3.14 6.84,-35.92 9.24,-68.35 15.71,-78.34 168.99,-46.23 -177.10,-13.52 -174.22,19.33 -172.10,62.88 -136.34,83.26 4.67,51.49 32.13,18.76 35.43,-14.09 37.55,-46.79 40.46,-78.87 55.20,-67.79 -152.17,-35.36 -145.90,-2.58 -143.52,30.27 -141.26,73.60 -101.08,73.05 54.80,40.61 63.57,7.81 66.15,-25.02 68.32,-57.60 72.31,-86.41 161.13,-57.04 -118.89,-24.46 -114.99,8.38 -112.83,41.18 -110.22,83.73 -48.64,62.32 89.79,29.70 94.60,-3.14 96.84,-35.92 99.24,-68.35 105.71,-78.34 -101.01,-46.23 -87.10,-13.52 -84.22,19.33 -82.10,52.06 -78.75,83.26 94.67,51.49 122.13,18.76 125.43,-14.09 127.55,-46.79 130.46,-78.87 145.20,-67.79 -62.17,-35.36 -55.90,-2.58 -53.52,30.27 -51.26,62.88 -46.34,73.05 144.80,40.61 153.57,7.81 156.15,-25.02 158.32,-57.60 162.31,-86.41 -108.87,-57.04 -28.89,-24.46 -24.99,8.38 -22.83,41.18 -20.22,73.60 -11.08
55.66 -168.35,86.10 -106.85,58.73 0.48,26.07 4.64,-6.79 6.82,-39.54 9.36,-71.89 17.42,-74.88 173.01,-42.62 -176.91,-9.88 -174.23,22.97 -172.09,66.46 -135.35,80.01 15.58,47.88 32.43,15.12 35.43,-17.73 37.54,-50.39 40.73,-82.19 63.56,-64.23 -151.05,-31.74 -145.82,1.07 -143.54,33.90 -141.20,77.10 -97.75,69.50 56.76,36.99 63.69,4.17 66.13,-28.65 68.35,-61.19 72.93,-84.72 -156.25,-53.45 -118.45,-20.82 -114.97,12.02 -112.84,44.80 -110.04,86.10 -16.85,58.73 90.48,26.07 94.64,-6.79 96.82,-39.54 99.36,-71.89 107.42,-74.88 -96.99,-42.62 -86.91,-9.88 -84.23,22.97 -82.09,55.66 -78.35,80.01 105.58,47.88 122.43,15.12 125.43,-17.73 127.54,-50.39 130.73,-82.19 153.56,-64.23 -61.05,-31.74 -55.82,1.07 -53.54,33.90 -51.20,66.46 -45.35,69.50 146.76,36.99 153.69,4.17 156.13,-28.65 158.35,-61.19 162.93,-84.72 -66.25,-53.45 -28.45,-20.82 -24.97,12.02 -22.84,44.80 -20.04,77.10 -7.75
59.26 -167.82,85.86 -53.72,55.12 0.99,22.43 4.66,-10.43 6.80,-43.16 9.51,-75.40 20.04,-71.36 175.45,-39.00 -176.76,-6.24 -174.25,26.61 -172.06,70.03 -133.94,76.58 20.94,44.26 32.65,11.48 35.42,-21.37 37.55,-53.99 41.08,-85.10 83.07,-60.65 -150.25,-28.11 -145.77,4.71 -143.56,37.53 -141.10,80.52 -91.86,65.93 58.09,33.36 63.78,0.52 66.11,-32.28 68.41,-64.76 73.77,-81.71 -139.30,-49.85 -118.11,-17.19 -114.97,15.67 -112.85,48.42 -109.81,85.86 36.28,55.12 90.99,22.43 94.66,-10.43 96.80,-43.16 99.51,-75.40 110.04,-71.36 -94.55,-39.00 -86.76,-6.24 -84.25,26.61 -82.06,59.26 -77.82,76.58 110.94,44.26 122.65,11.48 125.42,-21.37 127.55,-53.99 131.08,-85.10 173.07,-60.65 -60.25,-28.11 -55.77,4.71 -53.56,37.53 -51.10,70.03 -43.94,65.93 148.09,33.36 153.78,0.52 156.11,-32.28 158.41,-64.76 163.77,-81.71 -49.30,-49.85 -28.11,-17.19 -24.97,15.67 -22.85,48.42 -19.81,80.52 -1.86
